x	T1	T2	T3	T4
[s]	[um/m]	[um/m]	[um/m]	[um/m]
  1.338750E+000	 -5.400000E+001	 -8.400000E+001	 -7.000000E+001	 -5.300000E+001
  1.339375E+000	 -5.300000E+001	 -7.600000E+001	 -5.800000E+001	 -4.300000E+001
  1.340000E+000	 -6.600000E+001	 -5.700000E+001	 -3.300000E+001	 -1.600000E+001
  1.340625E+000	 -6.300000E+001	 -5.000000E+001	 -9.000000E+000	 -1.000000E+000
  1.341250E+000	 -6.600000E+001	 -6.600000E+001	 -4.100000E+001	 -2.300000E+001
  1.341875E+000	 -6.000000E+001	 -8.700000E+001	 -8.000000E+001	 -5.300000E+001
  1.342500E+000	 -4.900000E+001	 -8.400000E+001	 -8.000000E+001	 -5.700000E+001
  1.343125E+000	 -5.700000E+001	 -6.600000E+001	 -5.600000E+001	 -3.500000E+001
  1.343750E+000	 -6.200000E+001	 -5.300000E+001	 -1.300000E+001	 -3.000000E+000
  1.344375E+000	 -6.500000E+001	 -6.100000E+001	 -3.400000E+001	 -1.700000E+001
  1.345000E+000	 -6.700000E+001	 -6.800000E+001	 -4.400000E+001	 -2.300000E+001
  1.345625E+000	 -5.700000E+001	 -7.500000E+001	 -5.000000E+001	 -3.200000E+001
  1.346250E+000	 -5.300000E+001	 -7.200000E+001	 -5.900000E+001	 -3.800000E+001
  1.346875E+000	 -5.700000E+001	 -7.200000E+001	 -5.700000E+001	 -3.500000E+001
  1.347500E+000	 -5.900000E+001	 -5.600000E+001	 -2.900000E+001	 -1.600000E+001
  1.348125E+000	 -6.700000E+001	 -5.800000E+001	 -2.700000E+001	 -1.500000E+001
  1.348750E+000	 -6.300000E+001	 -7.100000E+001	 -4.600000E+001	 -2.800000E+001
  1.349375E+000	 -5.600000E+001	 -7.800000E+001	 -6.500000E+001	 -4.200000E+001
  1.350000E+000	 -5.500000E+001	 -8.000000E+001	 -7.600000E+001	 -5.000000E+001
  1.350625E+000	 -5.500000E+001	 -6.500000E+001	 -4.600000E+001	 -3.200000E+001
  1.351250E+000	 -6.800000E+001	 -5.300000E+001	 -2.000000E+001	 -1.200000E+001
  1.351875E+000	 -7.100000E+001	 -6.300000E+001	 -2.900000E+001	 -1.400000E+001
  1.352500E+000	 -6.200000E+001	 -6.900000E+001	 -4.500000E+001	 -2.500000E+001
  1.353125E+000	 -5.500000E+001	 -8.000000E+001	 -7.000000E+001	 -4.800000E+001
  1.353750E+000	 -5.100000E+001	 -7.400000E+001	 -6.400000E+001	 -4.100000E+001
  1.354375E+000	 -6.100000E+001	 -6.500000E+001	 -4.700000E+001	 -2.900000E+001
  1.355000E+000	 -7.300000E+001	 -6.500000E+001	 -3.100000E+001	 -1.600000E+001
  1.355625E+000	 -6.500000E+001	 -5.900000E+001	 -3.000000E+001	 -1.500000E+001
  1.356250E+000	 -6.200000E+001	 -7.700000E+001	 -5.200000E+001	 -3.500000E+001
  1.356875E+000	 -5.900000E+001	 -8.400000E+001	 -7.000000E+001	 -4.400000E+001
  1.357500E+000	 -5.200000E+001	 -7.200000E+001	 -6.600000E+001	 -4.400000E+001
  1.358125E+000	 -6.200000E+001	 -6.900000E+001	 -4.700000E+001	 -2.800000E+001
  1.358750E+000	 -6.800000E+001	 -5.600000E+001	 -2.800000E+001	 -1.100000E+001
  1.359375E+000	 -6.500000E+001	 -6.300000E+001	 -3.000000E+001	 -2.200000E+001
  1.360000E+000	 -6.400000E+001	 -8.100000E+001	 -6.400000E+001	 -3.500000E+001
  1.360625E+000	 -5.200000E+001	 -7.500000E+001	 -6.400000E+001	 -4.500000E+001
  1.361250E+000	 -5.500000E+001	 -7.400000E+001	 -5.500000E+001	 -3.800000E+001
  1.361875E+000	 -6.700000E+001	 -6.400000E+001	 -4.400000E+001	 -2.400000E+001
  1.362500E+000	 -6.300000E+001	 -5.900000E+001	 -2.800000E+001	 -1.300000E+001
  1.363125E+000	 -6.800000E+001	 -7.200000E+001	 -4.100000E+001	 -2.200000E+001
  1.363750E+000	 -6.000000E+001	 -7.600000E+001	 -5.300000E+001	 -3.300000E+001
  1.364375E+000	 -5.600000E+001	 -8.000000E+001	 -6.400000E+001	 -4.700000E+001
  1.365000E+000	 -6.200000E+001	 -7.900000E+001	 -6.700000E+001	 -4.000000E+001
  1.365625E+000	 -6.000000E+001	 -5.500000E+001	 -2.300000E+001	 -1.800000E+001
  1.366250E+000	 -6.700000E+001	 -6.000000E+001	 -2.700000E+001	 -1.300000E+001
  1.366875E+000	 -6.500000E+001	 -6.900000E+001	 -4.200000E+001	 -2.200000E+001
  1.367500E+000	 -5.800000E+001	 -7.500000E+001	 -6.100000E+001	 -4.200000E+001
  1.368125E+000	 -5.400000E+001	 -7.900000E+001	 -6.700000E+001	 -4.800000E+001
  1.368750E+000	 -6.000000E+001	 -6.800000E+001	 -4.900000E+001	 -3.300000E+001
  1.369375E+000	 -6.400000E+001	 -6.400000E+001	 -3.300000E+001	 -1.900000E+001
  1.370000E+000	 -7.100000E+001	 -6.800000E+001	 -3.700000E+001	 -1.600000E+001
  1.370625E+000	 -6.100000E+001	 -6.600000E+001	 -4.200000E+001	 -2.300000E+001
  1.371250E+000	 -5.400000E+001	 -8.100000E+001	 -6.700000E+001	 -4.100000E+001
  1.371875E+000	 -6.000000E+001	 -7.700000E+001	 -7.000000E+001	 -4.600000E+001
  1.372500E+000	 -6.200000E+001	 -7.100000E+001	 -5.200000E+001	 -3.300000E+001
  1.373125E+000	 -6.300000E+001	 -6.200000E+001	 -3.300000E+001	 -2.000000E+001
  1.373750E+000	 -6.800000E+001	 -6.000000E+001	 -2.600000E+001	 -1.500000E+001
  1.374375E+000	 -6.300000E+001	 -7.600000E+001	 -5.100000E+001	 -2.800000E+001
  1.375000E+000	 -5.700000E+001	 -8.200000E+001	 -7.200000E+001	 -4.100000E+001
  1.375625E+000	 -5.800000E+001	 -7.700000E+001	 -6.000000E+001	 -4.300000E+001
  1.376250E+000	 -6.300000E+001	 -7.000000E+001	 -4.800000E+001	 -3.200000E+001
  1.376875E+000	 -6.600000E+001	 -6.400000E+001	 -3.100000E+001	 -1.700000E+001
  1.377500E+000	 -6.400000E+001	 -6.300000E+001	 -3.100000E+001	 -1.700000E+001
  1.378125E+000	 -6.300000E+001	 -7.300000E+001	 -5.500000E+001	 -3.500000E+001
  1.378750E+000	 -5.300000E+001	 -8.200000E+001	 -7.000000E+001	 -4.900000E+001
  1.379375E+000	 -5.800000E+001	 -7.600000E+001	 -6.200000E+001	 -4.200000E+001
  1.380000E+000	 -6.700000E+001	 -6.800000E+001	 -4.400000E+001	 -2.900000E+001
  1.380625E+000	 -6.100000E+001	 -6.200000E+001	 -3.100000E+001	 -1.700000E+001
  1.381250E+000	 -5.900000E+001	 -6.600000E+001	 -3.400000E+001	 -2.000000E+001
  1.381875E+000	 -6.500000E+001	 -7.900000E+001	 -5.900000E+001	 -3.700000E+001
  1.382500E+000	 -5.400000E+001	 -7.800000E+001	 -6.500000E+001	 -4.600000E+001
  1.383125E+000	 -5.400000E+001	 -7.100000E+001	 -5.900000E+001	 -3.800000E+001
  1.383750E+000	 -6.500000E+001	 -6.500000E+001	 -4.100000E+001	 -2.100000E+001
  1.384375E+000	 -6.700000E+001	 -5.500000E+001	 -2.000000E+001	 -1.400000E+001
  1.385000E+000	 -7.000000E+001	 -7.000000E+001	 -4.100000E+001	 -2.000000E+001
  1.385625E+000	 -5.000000E+001	 -7.200000E+001	 -5.300000E+001	 -3.800000E+001
  1.386250E+000	 -5.500000E+001	 -7.700000E+001	 -6.600000E+001	 -4.600000E+001
  1.386875E+000	 -6.600000E+001	 -8.200000E+001	 -6.500000E+001	 -3.800000E+001
  1.387500E+000	 -5.800000E+001	 -6.000000E+001	 -2.900000E+001	 -1.800000E+001
  1.388125E+000	 -7.000000E+001	 -6.000000E+001	 -3.000000E+001	 -1.500000E+001
  1.388750E+000	 -6.100000E+001	 -6.800000E+001	 -4.100000E+001	 -2.300000E+001
  1.389375E+000	 -5.900000E+001	 -7.800000E+001	 -6.300000E+001	 -4.200000E+001
  1.390000E+000	 -6.200000E+001	 -8.500000E+001	 -7.700000E+001	 -5.200000E+001
  1.390625E+000	 -5.500000E+001	 -6.700000E+001	 -4.600000E+001	 -3.300000E+001
  1.391250E+000	 -6.300000E+001	 -5.800000E+001	 -2.800000E+001	 -1.500000E+001
  1.391875E+000	 -6.200000E+001	 -6.000000E+001	 -2.800000E+001	 -1.600000E+001
  1.392500E+000	 -6.200000E+001	 -6.000000E+001	 -3.300000E+001	 -2.100000E+001
  1.393125E+000	 -5.800000E+001	 -7.900000E+001	 -6.200000E+001	 -4.700000E+001
  1.393750E+000	 -5.600000E+001	 -8.100000E+001	 -6.800000E+001	 -4.500000E+001
  1.394375E+000	 -5.900000E+001	 -6.700000E+001	 -4.700000E+001	 -3.000000E+001
  1.395000E+000	 -6.800000E+001	 -6.100000E+001	 -2.500000E+001	 -9.000000E+000
  1.395625E+000	 -6.200000E+001	 -5.600000E+001	 -2.200000E+001	 -1.200000E+001
  1.396250E+000	 -4.300000E+001	 -5.500000E+001	 -3.400000E+001	 -2.700000E+001
  1.396875E+000	 -7.300000E+001	 -1.040000E+002	 -8.900000E+001	 -5.300000E+001
  1.397500E+000	 -5.800000E+001	 -8.000000E+001	 -6.400000E+001	 -4.500000E+001
  1.398125E+000	 -5.900000E+001	 -6.300000E+001	 -4.100000E+001	 -2.300000E+001
  1.398750E+000	 -7.000000E+001	 -5.800000E+001	 -2.300000E+001	 -9.000000E+000
  1.399375E+000	 -6.400000E+001	 -5.900000E+001	 -2.900000E+001	 -1.300000E+001
  1.400000E+000	 -6.900000E+001	 -8.000000E+001	 -6.100000E+001	 -3.800000E+001
  1.400625E+000	 -5.600000E+001	 -8.700000E+001	 -7.600000E+001	 -5.200000E+001
  1.401250E+000	 -5.600000E+001	 -7.900000E+001	 -6.600000E+001	 -4.500000E+001
  1.401875E+000	 -6.300000E+001	 -6.400000E+001	 -4.400000E+001	 -2.700000E+001
  1.402500E+000	 -6.200000E+001	 -5.200000E+001	 -1.400000E+001	 -5.000000E+000
  1.403125E+000	 -6.200000E+001	 -6.300000E+001	 -3.200000E+001	 -1.600000E+001
  1.403750E+000	 -6.100000E+001	 -8.100000E+001	 -6.800000E+001	 -4.200000E+001
  1.404375E+000	 -5.700000E+001	 -8.600000E+001	 -7.800000E+001	 -5.400000E+001
  1.405000E+000	 -6.000000E+001	 -7.900000E+001	 -6.600000E+001	 -4.300000E+001
  1.405625E+000	 -5.800000E+001	 -5.300000E+001	 -2.300000E+001	 -1.500000E+001
  1.406250E+000	 -6.400000E+001	 -4.900000E+001	 -1.400000E+001	 -7.000000E+000
  1.406875E+000	 -6.500000E+001	 -6.000000E+001	 -3.800000E+001	 -1.900000E+001
  1.407500E+000	 -5.300000E+001	 -8.000000E+001	 -6.800000E+001	 -4.600000E+001
  1.408125E+000	 -5.500000E+001	 -8.400000E+001	 -7.900000E+001	 -5.000000E+001
  1.408750E+000	 -3.800000E+001	 -5.500000E+001	 -4.000000E+001	 -3.500000E+001
  1.409375E+000	 -5.600000E+001	 -4.700000E+001	 -1.400000E+001	 -9.000000E+000
  1.410000E+000	 -9.100000E+001	 -7.200000E+001	 -3.800000E+001	 -1.000000E+001
  1.410625E+000	 -6.200000E+001	 -6.600000E+001	 -3.700000E+001	 -2.300000E+001
  1.411250E+000	 -6.300000E+001	 -8.200000E+001	 -7.100000E+001	 -4.700000E+001
  1.411875E+000	 -6.200000E+001	 -8.800000E+001	 -7.700000E+001	 -5.300000E+001
  1.412500E+000	 -5.600000E+001	 -7.200000E+001	 -5.400000E+001	 -3.700000E+001
  1.413125E+000	 -6.500000E+001	 -4.600000E+001	 -1.600000E+001	 -9.000000E+000
  1.413750E+000	 -6.400000E+001	 -5.800000E+001	 -2.000000E+001	 -1.000000E+001
  1.414375E+000	 -7.100000E+001	 -7.800000E+001	 -5.700000E+001	 -3.200000E+001
  1.415000E+000	 -6.100000E+001	 -8.800000E+001	 -8.000000E+001	 -4.800000E+001
  1.415625E+000	 -5.100000E+001	 -8.000000E+001	 -6.900000E+001	 -4.500000E+001
  1.416250E+000	 -5.800000E+001	 -6.000000E+001	 -4.100000E+001	 -2.700000E+001
  1.416875E+000	 -6.700000E+001	 -5.600000E+001	 -2.200000E+001	 -9.000000E+000
  1.417500E+000	 -6.900000E+001	 -5.500000E+001	 -2.400000E+001	 -9.000000E+000
  1.418125E+000	 -6.200000E+001	 -7.600000E+001	 -5.900000E+001	 -3.800000E+001
  1.418750E+000	 -5.200000E+001	 -8.800000E+001	 -7.600000E+001	 -5.300000E+001
  1.419375E+000	 -5.000000E+001	 -6.800000E+001	 -6.100000E+001	 -4.200000E+001
  1.420000E+000	 -6.100000E+001	 -6.800000E+001	 -4.300000E+001	 -2.400000E+001
  1.420625E+000	 -6.600000E+001	 -5.200000E+001	 -2.400000E+001	 -1.000000E+001
  1.421250E+000	 -6.200000E+001	 -5.800000E+001	 -2.800000E+001	 -1.700000E+001
  1.421875E+000	 -6.300000E+001	 -8.000000E+001	 -6.100000E+001	 -3.600000E+001
  1.422500E+000	 -5.100000E+001	 -8.000000E+001	 -7.400000E+001	 -5.200000E+001
  1.423125E+000	 -5.300000E+001	 -7.200000E+001	 -6.400000E+001	 -4.400000E+001
  1.423750E+000	 -6.100000E+001	 -6.000000E+001	 -3.700000E+001	 -2.100000E+001
  1.424375E+000	 -6.600000E+001	 -5.300000E+001	 -1.500000E+001	 -3.000000E+000
  1.425000E+000	 -6.700000E+001	 -6.400000E+001	 -2.900000E+001	 -1.300000E+001
  1.425625E+000	 -6.000000E+001	 -8.400000E+001	 -6.100000E+001	 -4.100000E+001
  1.426250E+000	 -5.600000E+001	 -8.600000E+001	 -7.500000E+001	 -5.100000E+001
  1.426875E+000	 -6.000000E+001	 -7.600000E+001	 -6.500000E+001	 -4.100000E+001
  1.427500E+000	 -6.100000E+001	 -5.400000E+001	 -2.400000E+001	 -1.500000E+001
  1.428125E+000	 -7.000000E+001	 -5.900000E+001	 -1.900000E+001	 -5.000000E+000
  1.428750E+000	 -6.600000E+001	 -6.600000E+001	 -3.400000E+001	 -2.000000E+001
  1.429375E+000	 -5.800000E+001	 -7.800000E+001	 -5.900000E+001	 -4.100000E+001
  1.430000E+000	 -5.400000E+001	 -8.500000E+001	 -7.700000E+001	 -5.200000E+001
  1.430625E+000	 -5.400000E+001	 -6.500000E+001	 -4.400000E+001	 -3.100000E+001
  1.431250E+000	 -6.700000E+001	 -5.400000E+001	 -2.300000E+001	 -8.000000E+000
  1.431875E+000	 -7.200000E+001	 -6.300000E+001	 -3.100000E+001	 -1.200000E+001
  1.432500E+000	 -6.100000E+001	 -6.600000E+001	 -3.800000E+001	 -2.500000E+001
  1.433125E+000	 -5.500000E+001	 -7.800000E+001	 -6.400000E+001	 -4.400000E+001
  1.433750E+000	 -5.100000E+001	 -7.600000E+001	 -6.400000E+001	 -4.400000E+001
  1.434375E+000	 -5.600000E+001	 -6.500000E+001	 -4.800000E+001	 -3.300000E+001
  1.435000E+000	 -7.100000E+001	 -6.000000E+001	 -3.300000E+001	 -1.100000E+001
  1.435625E+000	 -6.400000E+001	 -5.500000E+001	 -2.000000E+001	 -1.000000E+001
  1.436250E+000	 -5.900000E+001	 -7.200000E+001	 -4.700000E+001	 -3.100000E+001
  1.436875E+000	 -5.600000E+001	 -8.500000E+001	 -7.500000E+001	 -4.700000E+001
  1.437500E+000	 -5.300000E+001	 -7.800000E+001	 -7.000000E+001	 -4.400000E+001
  1.438125E+000	 -6.300000E+001	 -6.900000E+001	 -5.000000E+001	 -3.000000E+001
  1.438750E+000	 -6.600000E+001	 -5.700000E+001	 -2.300000E+001	 -1.200000E+001
  1.439375E+000	 -6.800000E+001	 -6.300000E+001	 -2.300000E+001	 -1.000000E+001
  1.440000E+000	 -6.100000E+001	 -7.700000E+001	 -5.500000E+001	 -3.300000E+001
  1.440625E+000	 -4.800000E+001	 -7.700000E+001	 -6.600000E+001	 -4.800000E+001
  1.441250E+000	 -5.700000E+001	 -7.300000E+001	 -6.200000E+001	 -4.000000E+001
  1.441875E+000	 -6.500000E+001	 -6.400000E+001	 -3.900000E+001	 -2.400000E+001
  1.442500E+000	 -6.400000E+001	 -5.200000E+001	 -1.700000E+001	 -8.000000E+000
  1.443125E+000	 -6.400000E+001	 -6.500000E+001	 -3.400000E+001	 -1.700000E+001
  1.443750E+000	 -5.700000E+001	 -7.600000E+001	 -6.200000E+001	 -4.100000E+001
  1.444375E+000	 -5.200000E+001	 -7.600000E+001	 -6.700000E+001	 -4.300000E+001
  1.445000E+000	 -5.800000E+001	 -7.500000E+001	 -6.800000E+001	 -4.400000E+001
  1.445625E+000	 -6.000000E+001	 -5.900000E+001	 -3.200000E+001	 -2.100000E+001
  1.446250E+000	 -6.400000E+001	 -5.100000E+001	 -1.800000E+001	 -3.000000E+000
  1.446875E+000	 -6.700000E+001	 -6.400000E+001	 -3.800000E+001	 -1.800000E+001
  1.447500E+000	 -5.300000E+001	 -7.600000E+001	 -6.100000E+001	 -3.800000E+001
  1.448125E+000	 -5.500000E+001	 -7.900000E+001	 -7.100000E+001	 -4.700000E+001
  1.448750E+000	 -5.600000E+001	 -7.300000E+001	 -5.200000E+001	 -3.800000E+001
  1.449375E+000	 -6.500000E+001	 -6.300000E+001	 -3.100000E+001	 -1.900000E+001
  1.450000E+000	 -6.600000E+001	 -5.800000E+001	 -2.000000E+001	 -9.000000E+000
  1.450625E+000	 -5.900000E+001	 -6.300000E+001	 -3.500000E+001	 -1.700000E+001
  1.451250E+000	 -5.500000E+001	 -7.500000E+001	 -6.200000E+001	 -4.100000E+001
  1.451875E+000	 -5.600000E+001	 -8.000000E+001	 -6.600000E+001	 -4.500000E+001
  1.452500E+000	 -5.300000E+001	 -6.800000E+001	 -5.200000E+001	 -3.400000E+001
  1.453125E+000	 -6.300000E+001	 -5.500000E+001	 -2.500000E+001	 -1.400000E+001
  1.453750E+000	 -6.700000E+001	 -6.200000E+001	 -3.000000E+001	 -1.200000E+001
  1.454375E+000	 -5.800000E+001	 -6.600000E+001	 -4.500000E+001	 -2.600000E+001
  1.455000E+000	 -5.500000E+001	 -8.300000E+001	 -6.500000E+001	 -4.100000E+001
  1.455625E+000	 -5.700000E+001	 -7.800000E+001	 -6.100000E+001	 -4.100000E+001
  1.456250E+000	 -5.800000E+001	 -6.700000E+001	 -4.200000E+001	 -2.800000E+001
  1.456875E+000	 -6.600000E+001	 -6.600000E+001	 -3.700000E+001	 -1.700000E+001
  1.457500E+000	 -6.100000E+001	 -5.900000E+001	 -3.000000E+001	 -1.300000E+001
  1.458125E+000	 -6.300000E+001	 -6.800000E+001	 -4.700000E+001	 -2.600000E+001
  1.458750E+000	 -5.700000E+001	 -8.100000E+001	 -6.800000E+001	 -4.100000E+001
  1.459375E+000	 -5.400000E+001	 -7.000000E+001	 -5.400000E+001	 -3.700000E+001
  1.460000E+000	 -6.100000E+001	 -7.200000E+001	 -4.600000E+001	 -2.800000E+001
  1.460625E+000	 -5.900000E+001	 -5.700000E+001	 -2.500000E+001	 -1.700000E+001
  1.461250E+000	 -6.200000E+001	 -5.500000E+001	 -2.800000E+001	 -1.600000E+001
  1.461875E+000	 -6.200000E+001	 -7.600000E+001	 -5.100000E+001	 -2.700000E+001
  1.462500E+000	 -5.600000E+001	 -7.500000E+001	 -5.900000E+001	 -4.200000E+001
  1.463125E+000	 -5.800000E+001	 -7.900000E+001	 -6.200000E+001	 -4.300000E+001
  1.463750E+000	 -5.700000E+001	 -6.700000E+001	 -4.200000E+001	 -2.400000E+001
  1.464375E+000	 -6.300000E+001	 -5.700000E+001	 -2.300000E+001	 -1.000000E+001
  1.465000E+000	 -6.500000E+001	 -6.800000E+001	 -3.900000E+001	 -1.700000E+001
  1.465625E+000	 -5.700000E+001	 -6.900000E+001	 -5.100000E+001	 -3.400000E+001
  1.466250E+000	 -5.500000E+001	 -7.900000E+001	 -6.400000E+001	 -4.600000E+001
  1.466875E+000	 -5.000000E+001	 -7.500000E+001	 -5.800000E+001	 -3.800000E+001
  1.467500E+000	 -5.900000E+001	 -5.800000E+001	 -3.500000E+001	 -2.100000E+001
  1.468125E+000	 -6.400000E+001	 -5.700000E+001	 -2.100000E+001	 -9.000000E+000
  1.468750E+000	 -6.100000E+001	 -5.600000E+001	 -2.900000E+001	 -1.400000E+001
  1.469375E+000	 -5.700000E+001	 -6.800000E+001	 -4.900000E+001	 -3.100000E+001
  1.470000E+000	 -6.100000E+001	 -7.800000E+001	 -6.200000E+001	 -3.700000E+001
  1.470625E+000	 -5.500000E+001	 -6.800000E+001	 -4.700000E+001	 -3.300000E+001
  1.471250E+000	 -5.900000E+001	 -5.900000E+001	 -3.300000E+001	 -2.000000E+001
  1.471875E+000	 -6.100000E+001	 -5.700000E+001	 -2.300000E+001	 -1.000000E+001
  1.472500E+000	 -5.900000E+001	 -5.400000E+001	 -2.800000E+001	 -1.800000E+001
  1.473125E+000	 -6.100000E+001	 -7.300000E+001	 -5.500000E+001	 -3.500000E+001
  1.473750E+000	 -5.500000E+001	 -7.600000E+001	 -6.100000E+001	 -4.000000E+001
  1.474375E+000	 -6.200000E+001	 -7.500000E+001	 -5.600000E+001	 -3.700000E+001
  1.475000E+000	 -6.400000E+001	 -7.000000E+001	 -4.500000E+001	 -2.200000E+001
  1.475625E+000	 -6.200000E+001	 -5.400000E+001	 -2.700000E+001	 -1.400000E+001
  1.476250E+000	 -6.000000E+001	 -6.800000E+001	 -4.500000E+001	 -2.700000E+001
  1.476875E+000	 -6.000000E+001	 -8.000000E+001	 -6.900000E+001	 -4.200000E+001
  1.477500E+000	 -5.500000E+001	 -7.800000E+001	 -6.400000E+001	 -4.300000E+001
  1.478125E+000	 -5.600000E+001	 -7.300000E+001	 -5.800000E+001	 -3.700000E+001
  1.478750E+000	 -6.000000E+001	 -5.900000E+001	 -2.500000E+001	 -1.700000E+001
  1.479375E+000	 -5.800000E+001	 -5.600000E+001	 -2.300000E+001	 -1.400000E+001
  1.480000E+000	 -6.400000E+001	 -6.800000E+001	 -4.500000E+001	 -2.400000E+001
  1.480625E+000	 -5.500000E+001	 -7.200000E+001	 -4.800000E+001	 -3.300000E+001
  1.481250E+000	 -5.400000E+001	 -7.300000E+001	 -5.500000E+001	 -3.300000E+001
  1.481875E+000	 -5.900000E+001	 -6.100000E+001	 -3.900000E+001	 -2.500000E+001
  1.482500E+000	 -5.400000E+001	 -5.500000E+001	 -2.400000E+001	 -1.400000E+001
  1.483125E+000	 -6.700000E+001	 -6.500000E+001	 -4.000000E+001	 -2.000000E+001
  1.483750E+000	 -5.000000E+001	 -5.900000E+001	 -3.300000E+001	 -2.500000E+001
  1.484375E+000	 -6.600000E+001	 -8.800000E+001	 -6.400000E+001	 -4.000000E+001
  1.485000E+000	 -6.100000E+001	 -7.700000E+001	 -5.800000E+001	 -3.800000E+001
  1.485625E+000	 -5.500000E+001	 -6.100000E+001	 -4.000000E+001	 -2.700000E+001
  1.486250E+000	 -5.500000E+001	 -5.500000E+001	 -2.800000E+001	 -1.600000E+001
  1.486875E+000	 -6.500000E+001	 -6.100000E+001	 -3.400000E+001	 -1.900000E+001
  1.487500E+000	 -6.800000E+001	 -7.900000E+001	 -5.400000E+001	 -3.200000E+001
  1.488125E+000	 -6.300000E+001	 -8.200000E+001	 -6.600000E+001	 -4.100000E+001
  1.488750E+000	 -5.900000E+001	 -7.300000E+001	 -5.400000E+001	 -3.500000E+001
  1.489375E+000	 -5.800000E+001	 -6.400000E+001	 -3.700000E+001	 -2.500000E+001
  1.490000E+000	 -6.700000E+001	 -6.500000E+001	 -3.600000E+001	 -2.000000E+001
  1.490625E+000	 -6.000000E+001	 -6.600000E+001	 -3.700000E+001	 -2.500000E+001
  1.491250E+000	 -6.300000E+001	 -7.700000E+001	 -5.400000E+001	 -3.400000E+001
  1.491875E+000	 -6.300000E+001	 -7.400000E+001	 -5.200000E+001	 -3.400000E+001
  1.492500E+000	 -5.400000E+001	 -7.000000E+001	 -5.000000E+001	 -3.400000E+001
  1.493125E+000	 -6.200000E+001	 -6.400000E+001	 -4.800000E+001	 -3.300000E+001
  1.493750E+000	 -6.500000E+001	 -6.800000E+001	 -4.000000E+001	 -2.400000E+001
  1.494375E+000	 -6.700000E+001	 -7.500000E+001	 -4.900000E+001	 -2.900000E+001
  1.495000E+000	 -6.500000E+001	 -7.700000E+001	 -5.200000E+001	 -3.100000E+001
  1.495625E+000	 -5.600000E+001	 -6.900000E+001	 -4.500000E+001	 -3.000000E+001
  1.496250E+000	 -6.300000E+001	 -7.100000E+001	 -5.700000E+001	 -3.300000E+001
  1.496875E+000	 -6.100000E+001	 -6.600000E+001	 -4.300000E+001	 -2.600000E+001
  1.497500E+000	 -6.400000E+001	 -6.400000E+001	 -3.800000E+001	 -2.500000E+001
  1.498125E+000	 -6.400000E+001	 -6.900000E+001	 -4.100000E+001	 -2.700000E+001
  1.498750E+000	 -6.500000E+001	 -8.100000E+001	 -5.400000E+001	 -3.500000E+001
  1.499375E+000	 -5.600000E+001	 -7.400000E+001	 -5.200000E+001	 -3.200000E+001
  1.500000E+000	 -6.200000E+001	 -6.900000E+001	 -5.200000E+001	 -3.300000E+001
  1.500625E+000	 -6.400000E+001	 -6.900000E+001	 -4.400000E+001	 -2.800000E+001
  1.501250E+000	 -6.800000E+001	 -6.800000E+001	 -4.500000E+001	 -2.900000E+001
  1.501875E+000	 -7.200000E+001	 -7.800000E+001	 -4.900000E+001	 -3.100000E+001
  1.502500E+000	 -6.200000E+001	 -7.500000E+001	 -5.200000E+001	 -3.200000E+001
  1.503125E+000	 -6.100000E+001	 -7.400000E+001	 -5.500000E+001	 -3.600000E+001
  1.503750E+000	 -6.400000E+001	 -7.200000E+001	 -4.800000E+001	 -3.000000E+001
  1.504375E+000	 -7.000000E+001	 -7.000000E+001	 -4.400000E+001	 -2.800000E+001
  1.505000E+000	 -7.200000E+001	 -7.700000E+001	 -4.600000E+001	 -2.600000E+001
  1.505625E+000	 -6.400000E+001	 -7.200000E+001	 -4.200000E+001	 -3.000000E+001
  1.506250E+000	 -6.200000E+001	 -7.000000E+001	 -4.600000E+001	 -3.100000E+001
  1.506875E+000	 -6.700000E+001	 -7.400000E+001	 -5.200000E+001	 -3.500000E+001
  1.507500E+000	 -6.400000E+001	 -7.000000E+001	 -4.900000E+001	 -2.600000E+001
  1.508125E+000	 -7.000000E+001	 -6.700000E+001	 -4.100000E+001	 -2.600000E+001
  1.508750E+000	 -7.100000E+001	 -7.600000E+001	 -4.300000E+001	 -3.000000E+001
  1.509375E+000	 -6.500000E+001	 -7.600000E+001	 -5.100000E+001	 -3.400000E+001
  1.510000E+000	 -6.800000E+001	 -7.900000E+001	 -5.400000E+001	 -3.400000E+001
  1.510625E+000	 -6.200000E+001	 -7.100000E+001	 -4.600000E+001	 -3.300000E+001
  1.511250E+000	 -7.000000E+001	 -7.100000E+001	 -4.800000E+001	 -3.100000E+001
  1.511875E+000	 -7.300000E+001	 -7.500000E+001	 -4.300000E+001	 -2.700000E+001
  1.512500E+000	 -7.200000E+001	 -7.200000E+001	 -4.200000E+001	 -2.200000E+001
  1.513125E+000	 -7.000000E+001	 -7.800000E+001	 -5.100000E+001	 -3.100000E+001
  1.513750E+000	 -6.900000E+001	 -8.700000E+001	 -5.900000E+001	 -3.500000E+001
  1.514375E+000	 -6.600000E+001	 -7.500000E+001	 -5.800000E+001	 -3.700000E+001
  1.515000E+000	 -7.000000E+001	 -7.700000E+001	 -5.300000E+001	 -3.500000E+001
  1.515625E+000	 -7.100000E+001	 -7.500000E+001	 -4.300000E+001	 -2.500000E+001
